movie_title,imdb_score,title_year,content_rating,main_genre,director_name,star_cast,genres,duration,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_count,decade,imdb_category,duration_category
Touching the Void,8.1,2003,R,Adventure,Kevin Macdonald,Nicholas Aaron,"Adventure, Documentary, Drama, Sport",106.0,Adventure,Documentary,Drama,Sport,,,,,4,2000,Excellent,Medium
"The Book of Mormon Movie, Volume 1: The Journey",3.3,2003,PG-13,Adventure,Gary Rogers,Noah Danby,Adventure,120.0,Adventure,,,,,,,,1,2000,Poor,Medium
This Thing of Ours,5.4,2003,NOT RATED,Crime,Danny Provenzano,Vincent Pastore,"Crime, Drama",100.0,Crime,Drama,,,,,,,2,2000,Average,Medium
Northfork,6.4,2003,PG-13,Drama,Michael Polish,Peter Coyote,"Drama, Fantasy",103.0,Drama,Fantasy,,,,,,,2,2000,Average,Medium
Travelers and Magicians,7.5,2003,R,Adventure,Khyentse Norbu,Tshewang Dendup,"Adventure, Drama",108.0,Adventure,Drama,,,,,,,2,2000,Good,Medium
I Love Your Work,5.4,2003,R,Drama,Adam Goldberg,Judy Greer,"Drama, Mystery",111.0,Drama,Mystery,,,,,,,2,2000,Average,Medium
The Hebrew Hammer,6.2,2003,R,Comedy,Jonathan Kesselman,Judy Greer,Comedy,87.0,Comedy,,,,,,,,1,2000,Average,Short
Grand Theft Parsons,6.1,2003,PG-13,Adventure,David Caffrey,Marley Shelton,"Adventure, Comedy, Drama",88.0,Adventure,Comedy,Drama,,,,,,3,2000,Average,Short
All the Real Girls,6.9,2003,R,Drama,David Gordon Green,Zooey Deschanel,"Drama, Romance",108.0,Drama,Romance,,,,,,,2,2000,Average,Medium
The Battle of Shaker Heights,6.1,2003,PG-13,Comedy,Efram Potelle,Shiri Appleby,"Comedy, Drama, Romance",79.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Short
Latter Days,7.2,2003,R,Comedy,C. Jay Cox,Joseph Gordon-Levitt,"Comedy, Drama, Romance",107.0,Comedy,Drama,Romance,,,,,,3,2000,Good,Medium
The Mudge Boy,7.2,2003,R,Crime,Michael Burke,Zachary Knighton,"Crime, Drama, Romance",94.0,Crime,Drama,Romance,,,,,,3,2000,Good,Medium
Saints and Soldiers,6.8,2003,PG-13,Action,Ryan Little,Corbin Allred,"Action, Adventure, Drama, War",90.0,Action,Adventure,Drama,War,,,,,4,2000,Average,Short
Open Water,5.7,2003,R,Adventure,Chris Kentis,Blanchard Ryan,"Adventure, Biography, Drama, Horror, Thriller",79.0,Adventure,Biography,Drama,Horror,Thriller,,,,5,2000,Average,Short
The Station Agent,7.7,2003,R,Comedy,Tom McCarthy,Peter Dinklage,"Comedy, Drama",89.0,Comedy,Drama,,,,,,,2,2000,Good,Short
Osama,7.4,2003,PG-13,Drama,Siddiq Barmak,Marina Golbahari,Drama,83.0,Drama,,,,,,,,1,2000,Good,Short
The R.M.,6.0,2003,PG,Comedy,Kurt Hale,Kirby Heyborne,"Comedy, Crime, Family",101.0,Comedy,Crime,Family,,,,,,3,2000,Average,Medium
Gory Gory Hallelujah,4.7,2003,R,Comedy,Sue Corcoran,Tony Doupe,"Comedy, Fantasy, Horror, Musical",96.0,Comedy,Fantasy,Horror,Musical,,,,,4,2000,Poor,Medium
Tarnation,7.2,2003,UNRATED,Biography,Jonathan Caouette,Greg Ayres,"Biography, Documentary",88.0,Biography,Documentary,,,,,,,2,2000,Good,Short
Tupac: Resurrection,8.0,2003,R,Biography,Lauren Lazin,James Cagney,"Biography, Documentary, Music",112.0,Biography,Documentary,Music,,,,,,3,2000,Good,Medium
Pieces of April,7.1,2003,PG-13,Comedy,Peter Hedges,Oliver Platt,"Comedy, Drama",80.0,Comedy,Drama,,,,,,,2,2000,Good,Short
Malevolence,5.1,2003,R,Crime,Stevan Mena,R. Brandon Johnson,"Crime, Horror, Mystery, Thriller",90.0,Crime,Horror,Mystery,Thriller,,,,,4,2000,Average,Short
The Work and the Story,5.7,2003,R,Comedy,Nathan Smith Jones,Richard Moll,Comedy,77.0,Comedy,,,,,,,,1,2000,Average,Short
Flywheel,6.9,2003,R,Drama,Alex Kendrick,Shannen Fields,Drama,120.0,Drama,,,,,,,,1,2000,Average,Medium
Spider-Man 2,7.3,2004,PG-13,Action,Sam Raimi,J.K. Simmons,"Action, Adventure, Fantasy, Romance",135.0,Action,Adventure,Fantasy,Romance,,,,,4,2000,Good,Long
The Polar Express,6.6,2004,G,Adventure,Robert Zemeckis,Tom Hanks,"Adventure, Animation, Family, Fantasy",100.0,Adventure,Animation,Family,Fantasy,,,,,4,2000,Average,Medium
Alexander,5.5,2004,R,Action,Oliver Stone,Anthony Hopkins,"Action, Adventure, Biography, Drama, History, Romance, War",150.5,Action,Adventure,Biography,Drama,History,Romance,War,,7,2000,Average,Long
Troy,7.2,2004,R,Adventure,Wolfgang Petersen,Brad Pitt,Adventure,150.5,Adventure,,,,,,,,1,2000,Good,Long
Harry Potter and the Prisoner of Azkaban,7.8,2004,PG,Adventure,Alfonso Cuarón,Daniel Radcliffe,"Adventure, Family, Fantasy, Mystery",142.0,Adventure,Family,Fantasy,Mystery,,,,,4,2000,Good,Long
The Day After Tomorrow,6.4,2004,PG-13,Action,Roland Emmerich,Jake Gyllenhaal,"Action, Adventure, Sci-Fi, Thriller",124.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,2000,Average,Long
The Chronicles of Riddick,6.7,2004,PG-13,Action,David Twohy,Vin Diesel,"Action, Adventure, Sci-Fi, Thriller",134.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,2000,Average,Long
Oceans Twelve,6.4,2004,PG-13,Crime,Steven Soderbergh,Brad Pitt,"Crime, Thriller",125.0,Crime,Thriller,,,,,,,2,2000,Average,Long
The Aviator,7.5,2004,PG-13,Biography,Martin Scorsese,Leonardo DiCaprio,"Biography, Drama",150.5,Biography,Drama,,,,,,,2,2000,Good,Long
Home on the Range,5.4,2004,PG,Animation,Will Finn,Steve Buscemi,"Animation, Comedy, Family, Music, Western",76.0,Animation,Comedy,Family,Music,Western,,,,5,2000,Average,Short
Around the World in 80 Days,5.8,2004,PG,Action,Frank Coraci,Jim Broadbent,"Action, Adventure, Comedy",120.0,Action,Adventure,Comedy,,,,,,3,2000,Average,Medium
"I, Robot",7.1,2004,PG-13,Action,Alex Proyas,Will Smith,"Action, Mystery, Sci-Fi, Thriller",115.0,Action,Mystery,Sci-Fi,Thriller,,,,,4,2000,Good,Medium
National Treasure,6.9,2004,PG,Action,Jon Turteltaub,Nicolas Cage,"Action, Adventure, Comedy, Family, Mystery",131.0,Action,Adventure,Comedy,Family,Mystery,,,,5,2000,Average,Long
Catwoman,3.3,2004,PG-13,Action,Pitof,Frances Conroy,"Action, Crime, Fantasy, Romance, Thriller",87.0,Action,Crime,Fantasy,Romance,Thriller,,,,5,2000,Poor,Short
The Stepford Wives,5.2,2004,PG-13,Comedy,Frank Oz,Jon Lovitz,"Comedy, Sci-Fi, Thriller",93.0,Comedy,Sci-Fi,Thriller,,,,,,3,2000,Average,Medium
The Alamo,6.0,2004,PG-13,Drama,John Lee Hancock,Dennis Quaid,"Drama, History, War, Western",137.0,Drama,History,War,Western,,,,,4,2000,Average,Long
The Incredibles,8.0,2004,PG,Action,Brad Bird,Holly Hunter,"Action, Adventure, Animation, Family",115.0,Action,Adventure,Animation,Family,,,,,4,2000,Good,Medium
The Bourne Supremacy,7.8,2004,PG-13,Action,Paul Greengrass,Matt Damon,"Action, Mystery, Thriller",108.0,Action,Mystery,Thriller,,,,,,3,2000,Good,Medium
The Manchurian Candidate,6.6,2004,R,Drama,Jonathan Demme,Denzel Washington,"Drama, Mystery, Sci-Fi, Thriller",129.0,Drama,Mystery,Sci-Fi,Thriller,,,,,4,2000,Average,Long
Hidalgo,6.7,2004,PG-13,Action,Joe Johnston,J.K. Simmons,"Action, Adventure, Western",136.0,Action,Adventure,Western,,,,,,3,2000,Average,Long
50 First Dates,6.8,2004,PG-13,Comedy,Peter Segal,Adam Sandler,"Comedy, Romance",99.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Exorcist: The Beginning,5.1,2004,R,Horror,Renny Harlin,James D'Arcy,"Horror, Mystery, Thriller",125.0,Horror,Mystery,Thriller,,,,,,3,2000,Average,Long
The Terminal,7.3,2004,PG-13,Comedy,Steven Spielberg,Tom Hanks,"Comedy, Drama",128.0,Comedy,Drama,,,,,,,2,2000,Good,Long
Shark Tale,6.0,2004,PG,Adventure,Bibo Bergeron,Robert De Niro,"Adventure, Animation, Comedy, Family",90.0,Adventure,Animation,Comedy,Family,,,,,4,2000,Average,Short
Spanglish,6.5,2004,PG-13,Comedy,James L. Brooks,Adam Sandler,"Comedy, Drama, Romance",131.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Long
Flight of the Phoenix,6.1,2004,PG-13,Action,John Moore,Dennis Quaid,"Action, Adventure, Drama, Thriller",113.0,Action,Adventure,Drama,Thriller,,,,,4,2000,Average,Medium
Two Brothers,7.1,2004,PG,Adventure,Jean-Jacques Annaud,David Gant,"Adventure, Drama, Family",109.0,Adventure,Drama,Family,,,,,,3,2000,Good,Medium
The Village,6.5,2004,PG-13,Drama,M. Night Shyamalan,Bryce Dallas Howard,"Drama, Mystery, Romance, Thriller",108.0,Drama,Mystery,Romance,Thriller,,,,,4,2000,Average,Medium
Shrek 2,7.2,2004,PG,Adventure,Andrew Adamson,Rupert Everett,"Adventure, Animation, Comedy, Family, Fantasy, Romance",93.0,Adventure,Animation,Comedy,Family,Fantasy,Romance,,,6,2000,Good,Medium
AVP: Alien vs. Predator,5.6,2004,PG-13,Action,Paul W.S. Anderson,Sanaa Lathan,"Action, Horror, Sci-Fi, Thriller",109.0,Action,Horror,Sci-Fi,Thriller,,,,,4,2000,Average,Medium
Sky Captain and the World of Tomorrow,6.1,2004,PG,Action,Kerry Conran,Angelina Jolie Pitt,"Action, Adventure, Mystery, Sci-Fi, Thriller",106.0,Action,Adventure,Mystery,Sci-Fi,Thriller,,,,5,2000,Average,Medium
Blade: Trinity,5.9,2004,R,Action,David S. Goyer,Ryan Reynolds,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",122.0,Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller,,,6,2000,Average,Long
Meet the Fockers,6.3,2004,PG-13,Comedy,Jay Roach,Robert De Niro,"Comedy, Romance",106.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Collateral,7.6,2004,R,Crime,Michael Mann,Tom Cruise,"Crime, Drama, Thriller",120.0,Crime,Drama,Thriller,,,,,,3,2000,Good,Medium
Ladder 49,6.5,2004,PG-13,Action,Jay Russell,Billy Burke,"Action, Drama, Thriller",115.0,Action,Drama,Thriller,,,,,,3,2000,Average,Medium
Man on Fire,7.7,2004,R,Action,Tony Scott,Denzel Washington,"Action, Crime, Drama, Thriller",146.0,Action,Crime,Drama,Thriller,,,,,4,2000,Good,Long
Starsky  Hutch,6.1,2004,PG-13,Comedy,Todd Phillips,Snoop Dogg,"Comedy, Crime",101.0,Comedy,Crime,,,,,,,2,2000,Average,Medium
Hellboy,6.8,2004,PG-13,Action,Guillermo del Toro,James Babson,"Action, Fantasy, Horror, Sci-Fi",132.0,Action,Fantasy,Horror,Sci-Fi,,,,,4,2000,Average,Long
After the Sunset,6.3,2004,PG-13,Action,Brett Ratner,Salma Hayek,"Action, Comedy, Crime, Drama",97.0,Action,Comedy,Crime,Drama,,,,,4,2000,Average,Medium
Walking Tall,6.2,2004,PG-13,Action,Kevin Bray,Dwayne Johnson,"Action, Crime",86.0,Action,Crime,,,,,,,2,2000,Average,Short
Kill Bill: Vol. 2,8.0,2004,R,Action,Quentin Tarantino,Vivica A. Fox,"Action, Crime, Drama, Thriller",137.0,Action,Crime,Drama,Thriller,,,,,4,2000,Good,Long
The Phantom of the Opera,7.4,2004,PG-13,Drama,Joel Schumacher,Gerard Butler,"Drama, Musical, Romance, Thriller",143.0,Drama,Musical,Romance,Thriller,,,,,4,2000,Good,Long
Thunderbirds,4.2,2004,PG,Action,Jonathan Frakes,Sophia Myles,"Action, Adventure, Comedy, Family, Sci-Fi",95.0,Action,Adventure,Comedy,Family,Sci-Fi,,,,5,2000,Poor,Medium
A Very Long Engagement,7.7,2004,R,Drama,Jean-Pierre Jeunet,Denis Lavant,"Drama, Mystery, Romance, War",133.0,Drama,Mystery,Romance,War,,,,,4,2000,Good,Long
Garfield,5.0,2004,PG,Animation,Peter Hewitt,Bill Murray,"Animation, Comedy, Family, Fantasy",80.0,Animation,Comedy,Family,Fantasy,,,,,4,2000,Poor,Short
Christmas with the Kranks,5.2,2004,PG,Comedy,Joe Roth,Jamie Lee Curtis,"Comedy, Family",99.0,Comedy,Family,,,,,,,2,2000,Average,Medium
Resident Evil: Apocalypse,6.2,2004,R,Action,Alexander Witt,Milla Jovovich,"Action, Horror, Sci-Fi, Thriller",98.0,Action,Horror,Sci-Fi,Thriller,,,,,4,2000,Average,Medium
Bridget Jones: The Edge of Reason,5.9,2004,R,Comedy,Beeban Kidron,Colin Firth,"Comedy, Drama, Romance",108.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Raising Helen,6.0,2004,PG-13,Comedy,Garry Marshall,Amber Valletta,"Comedy, Drama, Romance",119.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
The Life Aquatic with Steve Zissou,7.3,2004,R,Adventure,Wes Anderson,Bill Murray,"Adventure, Comedy, Drama",119.0,Adventure,Comedy,Drama,,,,,,3,2000,Good,Medium
The Big Bounce,4.9,2004,PG-13,Comedy,George Armitage,Morgan Freeman,"Comedy, Crime",88.0,Comedy,Crime,,,,,,,2,2000,Poor,Short
The Princess Diaries 2: Royal Engagement,5.7,2004,G,Comedy,Garry Marshall,Anne Hathaway,"Comedy, Family, Romance",113.0,Comedy,Family,Romance,,,,,,3,2000,Average,Medium
Fat Albert,4.3,2004,PG,Comedy,Joel Zwick,Dania Ramirez,"Comedy, Family, Fantasy, Romance",93.0,Comedy,Family,Fantasy,Romance,,,,,4,2000,Poor,Medium
Cellular,6.5,2004,PG-13,Action,David R. Ellis,Richard Burgi,"Action, Crime, Thriller",94.0,Action,Crime,Thriller,,,,,,3,2000,Average,Medium
Along Came Polly,5.9,2004,PG-13,Comedy,John Hamburg,Philip Seymour Hoffman,"Comedy, Romance",90.0,Comedy,Romance,,,,,,,2,2000,Average,Short
Ray,7.7,2004,PG-13,Biography,Taylor Hackford,Bokeem Woodbine,"Biography, Drama, Music",150.5,Biography,Drama,Music,,,,,,3,2000,Good,Long
Shall We Dance,6.1,2004,PG-13,Comedy,Peter Chelsom,Lisa Ann Walter,"Comedy, Drama, Romance",106.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Secret Window,6.6,2004,PG-13,Mystery,David Koepp,Johnny Depp,"Mystery, Thriller",96.0,Mystery,Thriller,,,,,,,2,2000,Average,Medium
Torque,4.0,2004,PG-13,Action,Joseph Kahn,Dane Cook,"Action, Comedy, Crime",84.0,Action,Comedy,Crime,,,,,,3,2000,Poor,Short
New York Minute,4.8,2004,PG,Comedy,Dennie Gordon,Mary-Kate Olsen,"Comedy, Crime, Family, Romance",91.0,Comedy,Crime,Family,Romance,,,,,4,2000,Poor,Medium
Alfie,6.2,2004,R,Comedy,Charles Shyer,Omar Epps,"Comedy, Drama, Romance",103.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
The Last Shot,5.7,2004,R,Comedy,Jeff Nathanson,Matthew Broderick,Comedy,93.0,Comedy,,,,,,,,1,2000,Average,Medium
Against the Ropes,5.3,2004,PG-13,Biography,Charles S. Dutton,Omar Epps,"Biography, Drama, Romance, Sport",110.0,Biography,Drama,Romance,Sport,,,,,4,2000,Average,Medium
The Ladykillers,6.2,2004,R,Comedy,Ethan Coen,J.K. Simmons,"Comedy, Crime, Thriller",104.0,Comedy,Crime,Thriller,,,,,,3,2000,Average,Medium
Closer,7.3,2004,R,Drama,Mike Nichols,Natalie Portman,"Drama, Romance",98.0,Drama,Romance,,,,,,,2,2000,Good,Medium
Jersey Girl,6.2,2004,PG-13,Comedy,Kevin Smith,Stephen Root,"Comedy, Drama, Romance",102.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Ella Enchanted,6.3,2004,PG,Comedy,Tommy O'Haver,Anne Hathaway,"Comedy, Family, Fantasy, Romance",96.0,Comedy,Family,Fantasy,Romance,,,,,4,2000,Average,Medium
Wimbledon,6.3,2004,PG-13,Comedy,Richard Loncraine,Kirsten Dunst,"Comedy, Romance, Sport",98.0,Comedy,Romance,Sport,,,,,,3,2000,Average,Medium
The Punisher,6.5,2004,R,Action,Jonathan Hensleigh,Laura Harring,"Action, Crime, Drama, Thriller",140.0,Action,Crime,Drama,Thriller,,,,,4,2000,Average,Long
Laws of Attraction,5.9,2004,PG-13,Comedy,Peter Howitt,Frances Fisher,"Comedy, Romance",90.0,Comedy,Romance,,,,,,,2,2000,Average,Short
George and the Dragon,5.7,2004,PG,Action,Tom Reeve,Joan Plowright,"Action, Adventure, Comedy, Fantasy, Romance",93.0,Action,Adventure,Comedy,Fantasy,Romance,,,,5,2000,Average,Medium
Dodgeball: A True Underdog Story,6.7,2004,PG-13,Comedy,Rawson Marshall Thurber,Gary Cole,"Comedy, Sport",92.0,Comedy,Sport,,,,,,,2,2000,Average,Medium
The SpongeBob SquarePants Movie,7.0,2004,PG,Adventure,Stephen Hillenburg,Scarlett Johansson,"Adventure, Animation, Comedy, Family, Fantasy",87.0,Adventure,Animation,Comedy,Family,Fantasy,,,,5,2000,Average,Short
Million Dollar Baby,8.1,2004,PG-13,Drama,Clint Eastwood,Clint Eastwood,"Drama, Sport",132.0,Drama,Sport,,,,,,,2,2000,Excellent,Long
The Notebook,7.9,2004,PG-13,Drama,Nick Cassavetes,Ryan Gosling,"Drama, Romance",123.0,Drama,Romance,,,,,,,2,2000,Good,Long
Without a Paddle,5.9,2004,PG-13,Adventure,Steven Brill,Antony Starr,"Adventure, Comedy, Mystery",95.0,Adventure,Comedy,Mystery,,,,,,3,2000,Average,Medium
13 Going on 30,6.1,2004,PG-13,Comedy,Gary Winick,Jennifer Garner,"Comedy, Fantasy, Romance",98.0,Comedy,Fantasy,Romance,,,,,,3,2000,Average,Medium
The Prince and Me,5.9,2004,PG,Comedy,Martha Coolidge,Devin Ratray,"Comedy, Family, Romance",111.0,Comedy,Family,Romance,,,,,,3,2000,Average,Medium
Little Black Book,5.2,2004,PG-13,Comedy,Nick Hurran,Holly Hunter,"Comedy, Drama, Romance",105.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Mr 3000,5.5,2004,PG-13,Comedy,Charles Stone III,Bernie Mac,"Comedy, Drama, Romance, Sport",104.0,Comedy,Drama,Romance,Sport,,,,,4,2000,Average,Medium
The Whole Ten Yards,5.5,2004,PG-13,Comedy,Howard Deutch,Bruce Willis,"Comedy, Crime, Thriller",98.0,Comedy,Crime,Thriller,,,,,,3,2000,Average,Medium
Wicker Park,7.0,2004,PG-13,Drama,Paul McGuigan,Jessica Paré,"Drama, Mystery, Romance, Thriller",114.0,Drama,Mystery,Romance,Thriller,,,,,4,2000,Average,Medium
Godsend,4.8,2004,PG-13,Drama,Nick Hamm,Robert De Niro,"Drama, Horror, Sci-Fi, Thriller",102.0,Drama,Horror,Sci-Fi,Thriller,,,,,4,2000,Poor,Medium
Chasing Liberty,6.1,2004,PG-13,Comedy,Andy Cadiff,Annabella Sciorra,"Comedy, Romance",101.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
The Merchant of Venice,7.1,2004,R,Drama,Michael Radford,Al Pacino,"Drama, Romance",131.0,Drama,Romance,,,,,,,2,2000,Good,Long
Seed of Chucky,4.9,2004,R,Comedy,Don Mancini,Jason Flemyng,"Comedy, Fantasy, Horror, Thriller",88.0,Comedy,Fantasy,Horror,Thriller,,,,,4,2000,Poor,Short
Miracle,7.5,2004,PG,Biography,Gavin O'Connor,Eddie Cahill,"Biography, Drama, History, Sport",135.0,Biography,Drama,History,Sport,,,,,4,2000,Good,Long
Dawn of the Dead,7.4,2004,R,Action,Zack Snyder,Ty Burrell,"Action, Horror, Thriller",110.0,Action,Horror,Thriller,,,,,,3,2000,Good,Medium
Suspect Zero,5.9,2004,R,Crime,E. Elias Merhige,Harry Lennix,"Crime, Drama, Mystery, Thriller",99.0,Crime,Drama,Mystery,Thriller,,,,,4,2000,Average,Medium
Mindhunters,6.4,2004,R,Crime,Renny Harlin,LL Cool J,"Crime, Horror, Mystery, Thriller",101.0,Crime,Horror,Mystery,Thriller,,,,,4,2000,Average,Medium
In Good Company,6.5,2004,PG-13,Comedy,Paul Weitz,Scarlett Johansson,"Comedy, Drama, Romance",109.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Agent Cody Banks 2: Destination London,4.5,2004,PG,Action,Kevin Allen,Daniel Roebuck,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",100.0,Action,Adventure,Comedy,Family,Romance,Sci-Fi,,,6,2000,Poor,Medium
Welcome to Mooseport,5.2,2004,PG-13,Comedy,Donald Petrie,Rip Torn,"Comedy, Romance",110.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
The Passion of the Christ,7.1,2004,R,Drama,Mel Gibson,Christo Jivkov,Drama,120.0,Drama,,,,,,,,1,2000,Good,Medium
Scooby-Doo 2: Monsters Unleashed,4.9,2004,PG,Adventure,Raja Gosnell,Sarah Michelle Gellar,"Adventure, Comedy, Family, Fantasy, Horror, Mystery",93.0,Adventure,Comedy,Family,Fantasy,Horror,Mystery,,,6,2000,Poor,Medium
Finding Neverland,7.8,2004,PG,Biography,Marc Forster,Johnny Depp,"Biography, Drama, Family",101.0,Biography,Drama,Family,,,,,,3,2000,Good,Medium
Anchorman: The Legend of Ron Burgundy,7.2,2004,PG-13,Comedy,Adam McKay,Darcy Donavan,Comedy,98.0,Comedy,,,,,,,,1,2000,Good,Medium
Anacondas: The Hunt for the Blood Orchid,4.6,2004,PG-13,Action,Dwight H. Little,Nicholas Gonzalez,"Action, Adventure, Horror, Thriller",97.0,Action,Adventure,Horror,Thriller,,,,,4,2000,Poor,Medium
EuroTrip,6.6,2004,R,Comedy,Jeff Schaffer,Matt Damon,Comedy,93.0,Comedy,,,,,,,,1,2000,Average,Medium
The Girl Next Door,6.8,2004,R,Comedy,Luke Greenfield,Chris Marquette,"Comedy, Drama, Romance",110.0,Comedy,Drama,Romance,,,,,,3,2000,Average,Medium
Win a Date with Tad Hamilton!,5.6,2004,PG-13,Comedy,Robert Luketic,Topher Grace,"Comedy, Romance",95.0,Comedy,Romance,,,,,,,2,2000,Average,Medium
Beyond the Sea,6.7,2004,PG-13,Biography,Kevin Spacey,Kevin Spacey,"Biography, Drama, Music, Musical",118.0,Biography,Drama,Music,Musical,,,,,4,2000,Average,Medium
The Bridge of San Luis Rey,5.1,2004,PG,Drama,Mary McGuckian,Robert De Niro,"Drama, Romance",120.0,Drama,Romance,,,,,,,2,2000,Average,Medium
Howls Moving Castle,8.2,2004,PG,Adventure,Hayao Miyazaki,Christian Bale,"Adventure, Animation, Family, Fantasy",119.0,Adventure,Animation,Family,Fantasy,,,,,4,2000,Excellent,Medium
Vanity Fair,6.2,2004,PG-13,Drama,Mira Nair,Romola Garai,Drama,141.0,Drama,,,,,,,,1,2000,Average,Long
I Heart Huckabees,6.7,2004,R,Comedy,David O. Russell,Naomi Watts,Comedy,107.0,Comedy,,,,,,,,1,2000,Average,Medium
The Libertine,6.4,2004,R,Drama,Laurence Dunmore,Johnny Depp,"Drama, Romance",114.0,Drama,Romance,,,,,,,2,2000,Average,Medium
White Chicks,5.4,2004,PG-13,Comedy,Keenen Ivory Wayans,Busy Philipps,"Comedy, Crime",109.0,Comedy,Crime,,,,,,,2,2000,Average,Medium
Team America: World Police,7.2,2004,R,Action,Trey Parker,Jeremy Shada,"Action, Comedy",98.0,Action,Comedy,,,,,,,2,2000,Good,Medium
Eternal Sunshine of the Spotless Mind,8.3,2004,R,Drama,Michel Gondry,Kate Winslet,"Drama, Fantasy, Romance, Sci-Fi",108.0,Drama,Fantasy,Romance,Sci-Fi,,,,,4,2000,Excellent,Medium
Kung Fu Hustle,7.8,2004,R,Action,Stephen Chow,Shengyi Huang,"Action, Comedy, Crime, Fantasy",99.0,Action,Comedy,Crime,Fantasy,,,,,4,2000,Good,Medium
Paparazzi,5.8,2004,PG-13,Action,Paul Abascal,Cole Hauser,"Action, Crime, Drama, Thriller",84.0,Action,Crime,Drama,Thriller,,,,,4,2000,Average,Short
Envy,4.8,2004,PG-13,Comedy,Barry Levinson,Amy Poehler,Comedy,99.0,Comedy,,,,,,,,1,2000,Poor,Medium
Superbabies: Baby Geniuses 2,1.9,2004,PG,Comedy,Bob Clark,Scott Baio,"Comedy, Family, Sci-Fi",88.0,Comedy,Family,Sci-Fi,,,,,,3,2000,Poor,Short
Connie and Carla,6.3,2004,PG-13,Comedy,Michael Lembeck,Debbie Reynolds,"Comedy, Crime, Music",108.0,Comedy,Crime,Music,,,,,,3,2000,Average,Medium
Birth,6.1,2004,R,Drama,Jonathan Glazer,Cameron Bright,"Drama, Mystery, Romance, Thriller",100.0,Drama,Mystery,Romance,Thriller,,,,,4,2000,Average,Medium
Steamboy,6.9,2004,PG-13,Action,Katsuhiro Ôtomo,William Hootkins,"Action, Adventure, Animation, Family, Sci-Fi, Thriller",103.0,Action,Adventure,Animation,Family,Sci-Fi,Thriller,,,6,2000,Average,Medium
A Cinderella Story,5.9,2004,PG,Comedy,Mark Rosman,Dan Byrd,"Comedy, Family, Romance",95.0,Comedy,Family,Romance,,,,,,3,2000,Average,Medium
Barbershop 2: Back in Business,5.7,2004,PG-13,Comedy,Kevin Rodney Sullivan,Harry Lennix,"Comedy, Drama",106.0,Comedy,Drama,,,,,,,2,2000,Average,Medium
Mean Girls,7.0,2004,PG-13,Comedy,Mark Waters,Tina Fey,Comedy,97.0,Comedy,,,,,,,,1,2000,Average,Medium
Catch That Kid,5.2,2004,PG,Comedy,Bart Freundlich,Kristen Stewart,"Comedy, Crime",91.0,Comedy,Crime,,,,,,,2,2000,Average,Medium
Being Julia,7.1,2004,R,Comedy,István Szabó,Miriam Margolyes,"Comedy, Drama, Romance",104.0,Comedy,Drama,Romance,,,,,,3,2000,Good,Medium
Hotel Rwanda,8.1,2004,PG-13,Drama,Terry George,Don Cheadle,"Drama, History, War",121.0,Drama,History,War,,,,,,3,2000,Excellent,Long
Sideways,7.5,2004,R,Adventure,Alexander Payne,Virginia Madsen,"Adventure, Comedy, Drama, Romance",126.0,Adventure,Comedy,Drama,Romance,,,,,4,2000,Good,Long
Bobby Jones: Stroke of Genius,6.7,2004,PG,Biography,Rowdy Herrington,Aidan Quinn,"Biography, Drama, Romance, Sport",128.0,Biography,Drama,Romance,Sport,,,,,4,2000,Average,Long
The Cookout,3.6,2004,PG-13,Comedy,Lance Rivera,Farrah Fawcett,Comedy,97.0,Comedy,,,,,,,,1,2000,Poor,Medium
Soul Plane,4.4,2004,R,Comedy,Jessy Terrero,Mo'Nique,Comedy,92.0,Comedy,,,,,,,,1,2000,Poor,Medium
Confessions of a Teenage Drama Queen,4.6,2004,PG,Comedy,Sara Sugarman,Adam Garcia,"Comedy, Family, Music, Romance",89.0,Comedy,Family,Music,Romance,,,,,4,2000,Poor,Short
